"permissionId", "declaringType","returnType","name","argTypes"
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/SmsUsageMonitor$SettingsObserver;","V","onChange","Z"
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/SmsUsageMonitor;","V","<init>","Landroid/content/Context;"
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/SubscriptionController;","I","getDefaultDataSubId",""
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/SubscriptionController;","I","getDefaultSmsSubId",""
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/SubscriptionController;","I","getDefaultVoiceSubId",""
"android.permission.READ_PROFILE", "Lcom/android/internal/widget/LockPatternUtils;","Z","isCredentialRequiredToDecrypt","Z"
"android.permission.READ_PROFILE", "Lcom/android/server/am/ActivityManagerService$19;","V","run",""
"android.permission.READ_PROFILE", "Lcom/android/server/am/ActivityManagerService;","Z","handleApplicationWtf","Landroid/os/IBinder;Ljava/lang/String;ZLandroid/app/ApplicationErrorReport$CrashInfo;"
"android.permission.READ_PROFILE", "Lcom/android/server/backup/BackupManagerService;","Z","deviceIsProvisioned",""
"android.permission.READ_PROFILE", "Lcom/android/server/BatteryService;","V","updateBatteryWarningLevelLocked",""
"android.permission.READ_PROFILE", "Lcom/android/server/BluetoothManagerService;","Z","isAirplaneModeOn",""
"android.permission.READ_PROFILE", "Lcom/android/server/BluetoothManagerService;","Z","isBluetoothPersistedStateOnBluetooth",""
"android.permission.READ_PROFILE", "Lcom/android/server/BluetoothManagerService;","Z","isBluetoothPersistedStateOn",""
"android.permission.READ_PROFILE", "Lcom/android/server/display/WifiDisplayController;","V","updateSettings",""
"android.permission.READ_PROFILE", "Lcom/android/server/DockObserver;","V","setDockStateLocked","I"
"android.permission.READ_PROFILE", "Lcom/android/server/DropBoxManagerService;","J","trimToFit",""
"android.permission.READ_PROFILE", "Lcom/android/server/hdmi/HdmiControlService;","Z","readBooleanSetting","Ljava/lang/String;Z"
"android.permission.READ_PROFILE", "Lcom/android/server/location/ComprehensiveCountryDetector;","Z","isAirplaneModeOff",""
"android.permission.READ_PROFILE", "Lcom/android/server/location/GpsLocationProvider;","V","startNavigating","Z"
"android.permission.READ_PROFILE", "Lcom/android/server/net/NetworkStatsService$DefaultNetworkStatsSettings;","Z","getGlobalBoolean","Ljava/lang/String;Z"
"android.permission.READ_PROFILE", "Lcom/android/server/NetworkTimeUpdateService;","Z","isAutomaticTimeRequested",""
"android.permission.READ_PROFILE", "Lcom/android/server/notification/NotificationManagerService;","V","onStart",""
"android.permission.READ_PROFILE", "Lcom/android/server/notification/ValidateNotificationPeople;","V","initialize","Landroid/content/Context;"
"android.permission.READ_PROFILE", "Lcom/android/server/notification/ZenModeHelper;","V","readZenModeFromSetting",""
"android.permission.READ_PROFILE", "Lcom/android/server/NsdService;","Z","isNsdEnabled",""
"android.permission.READ_PROFILE", "Lcom/android/server/pm/PackageManagerService;","Z","isVerificationEnabled","II"
"android.permission.READ_PROFILE", "Lcom/android/server/pm/PackageManagerService;","I","getDefaultVerificationResponse",""
"android.permission.READ_PROFILE", "Lcom/android/server/pm/PackageManagerService;","I","getInstallLocation",""
"android.permission.READ_PROFILE", "Lcom/android/server/pm/PackageManagerService;","I","getUnknownSourcesSettings",""
"android.permission.READ_PROFILE", "Lcom/android/server/pm/PackageManagerService;","V","systemReady",""
"android.permission.READ_PROFILE", "Lcom/android/server/SamplingProfilerService$SamplingProfilerSettingsObserver;","V","onChange","Z"
"android.permission.READ_PROFILE", "Lcom/android/server/usb/UsbDeviceManager$AdbSettingsObserver;","V","onChange","Z"
"android.permission.READ_PROFILE", "Lcom/android/server/wifi/WifiConfigStore;","I","getMaxDhcpRetries",""
"android.permission.READ_PROFILE", "Lcom/android/server/wifi/WifiController;","V","readStayAwakeConditions",""
"android.permission.READ_PROFILE", "Lcom/android/server/wifi/WifiController;","V","readWifiSleepPolicy",""
"android.permission.READ_PROFILE", "Lcom/android/server/wifi/WifiNotificationController$NotificationEnabledSettingObserver;","Z","getValue",""
"android.permission.READ_PROFILE", "Lcom/android/server/wifi/WifiNotificationController;","V","<init>","Landroid/content/Context;Lcom/android/server/wifi/WifiStateMachine;"
"android.permission.READ_PROFILE", "Lcom/android/server/wifi/WifiServiceImpl;","V","dump","Ljava/io/FileDescriptor;Ljava/io/PrintWriter;[Ljava/lang/String;"
"android.permission.READ_PROFILE", "Lcom/android/server/wifi/WifiSettingsStore;","Z","getPersistedAirplaneModeOn",""
"android.permission.READ_PROFILE", "Lcom/android/server/wifi/WifiSettingsStore;","Z","getPersistedScanAlwaysAvailable",""
"android.permission.READ_PROFILE", "Lcom/android/server/wifi/WifiStateMachine$6;","V","onChange","Z"
"android.permission.READ_PROFILE", "Lcom/android/server/wifi/WifiStateMachine;","V","<init>","Landroid/content/Context;Ljava/lang/String;Lcom/android/server/wifi/WifiTrafficPoller;"
"android.permission.READ_PROFILE", "Lcom/android/server/wifi/WifiStateMachine;","V","setFrequencyBand",""
"android.permission.READ_PROFILE", "Lcom/android/server/wifi/WifiWatchdogStateMachine;","Z","getSettingsGlobalBoolean","Landroid/content/ContentResolver;Ljava/lang/String;Z"
"android.permission.READ_PROFILE", "Lcom/android/server/wm/WindowManagerService;","V","performLayoutAndPlaceSurfacesLockedInner","Z"
"android.permission.READ_PROFILE", "Landroid/telephony/TelephonyManager;","I","getIntWithSubId","Landroid/content/ContentResolver;Ljava/lang/String;I"
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/cdma/CdmaServiceStateTracker;","Z","getAutoTime",""
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/cdma/CdmaServiceStateTracker;","Z","getAutoTimeZone",""
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/gsm/GsmServiceStateTracker;","Z","getAutoTime",""
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/gsm/GsmServiceStateTracker;","Z","getAutoTimeZone",""
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/MccTable;","Z","isDeviceProvisioned","Landroid/content/Context;"
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/PhoneBase;","V","setPropertiesByCarrier",""
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/PhoneFactory;","Z","isPromptEnabled",""
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/PhoneFactory;","Z","isSMSPromptEnabled",""
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/PhoneFactory;","I","getSMSSubscription",""
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/PhoneFactory;","I","getVoiceSubscription",""
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/PhoneFactory;","J","getDataSubscription",""
"android.permission.READ_PROFILE", "Lcom/android/server/wifi/WifiSettingsStore;","Z","testAndClearWifiSavedState",""
"android.permission.READ_PROFILE", "Lcom/android/server/wifi/WifiSettingsStore;","I","getPersistedWifiState",""
"android.permission.READ_PROFILE", "Landroid/os/storage/StorageManager;","J","getStorageFullBytes","Ljava/io/File;"
"android.permission.READ_PROFILE", "Lcom/android/server/content/SyncManager;","V","increaseBackoffSetting","Lcom/android/server/content/SyncOperation;"
"android.permission.READ_PROFILE", "Lcom/android/server/net/NetworkStatsService$DefaultNetworkStatsSettings;","J","getGlobalLong","Ljava/lang/String;J"
"android.permission.READ_PROFILE", "Lcom/android/server/pm/PackageManagerService;","J","getVerificationTimeout",""
"android.permission.READ_PROFILE", "Lcom/android/server/pm/PackageManagerService;","V","performBootDexOpt",""
"android.permission.READ_PROFILE", "Lcom/android/server/storage/DeviceStorageMonitorService;","V","restatDataDir",""
"android.permission.READ_PROFILE", "Lcom/android/server/wifi/WifiAutoJoinController;","Z","haveRecentlySeenScoredBssid","Landroid/net/wifi/WifiConfiguration;"
"android.permission.READ_PROFILE", "Lcom/android/server/wifi/WifiController;","V","readWifiIdleTime",""
"android.permission.READ_PROFILE", "Lcom/android/server/wifi/WifiController;","V","readWifiReEnableDelay",""
"android.permission.READ_PROFILE", "Lcom/android/server/wifi/WifiStateMachine$DisconnectedState;","Z","processMessage","Landroid/os/Message;"
"android.permission.READ_PROFILE", "Lcom/android/server/wifi/WifiStateMachine$DisconnectedState;","V","enter",""
"android.permission.READ_PROFILE", "Lcom/android/server/wifi/WifiStateMachine$SupplicantStartedState;","V","enter",""
"android.permission.READ_PROFILE", "Landroid/app/DownloadManager;","Ljava/lang/Long;","getMaxBytesOverMobile","Landroid/content/Context;"
"android.permission.READ_PROFILE", "Landroid/app/DownloadManager;","Ljava/lang/Long;","getRecommendedMaxBytesOverMobile","Landroid/content/Context;"
"android.permission.READ_PROFILE", "Lcom/android/server/location/GpsLocationProvider;","V","<init>","Landroid/content/Context;Landroid/location/ILocationManager;Landroid/os/Looper;"
"android.permission.READ_PROFILE", "Lcom/android/server/net/NetworkPolicyManagerService;","V","<init>","Landroid/content/Context;Landroid/app/IActivityManager;Landroid/os/IPowerManager;Landroid/net/INetworkStatsService;Landroid/os/INetworkManagementService;"
"android.permission.READ_PROFILE", "Lcom/android/server/net/NetworkStatsService;","V","<init>","Landroid/content/Context;Landroid/os/INetworkManagementService;Landroid/app/IAlarmManager;"
"android.permission.READ_PROFILE", "Lcom/android/server/NetworkTimeUpdateService;","V","<init>","Landroid/content/Context;"
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/dataconnection/DataConnection;","Landroid/net/NetworkCapabilities;","makeNetworkCapabilities",""
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/dataconnection/DcTrackerBase;","Z","hasMatchedTetherApnSetting",""
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/dataconnection/DcTrackerBase;","Z","isApnTypeActive","Ljava/lang/String;"
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/dataconnection/DcTracker;","Lcom/android/internal/telephony/dataconnection/ApnSetting;","fetchDunApn",""
"android.permission.READ_PROFILE", "Lcom/android/server/am/ActivityManagerService;","V","systemReady","Ljava/lang/Runnable;"
"android.permission.READ_PROFILE", "Lcom/android/server/BatteryService;","V","processValuesLocked","Z"
"android.permission.READ_PROFILE", "Lcom/android/server/connectivity/PacManager;","J","getDownloadDelay","I"
"android.permission.READ_PROFILE", "Lcom/android/server/display/OverlayDisplayAdapter;","V","updateOverlayDisplayDevices",""
"android.permission.READ_PROFILE", "Lcom/android/server/DockObserver;","V","access$100","Lcom/android/server/DockObserver;"
"android.permission.READ_PROFILE", "Lcom/android/server/power/Notifier;","V","access$500","Lcom/android/server/power/Notifier;"
"android.permission.READ_PROFILE", "Lcom/android/server/wifi/p2p/WifiP2pServiceImpl$P2pStateMachine;","V","access$2900","Lcom/android/server/wifi/p2p/WifiP2pServiceImpl$P2pStateMachine;"
"android.permission.READ_PROFILE", "Lcom/android/server/wifi/WifiSettingsStore;","Z","handleAirplaneModeToggled",""
"android.permission.READ_PROFILE", "Lcom/android/server/wifi/WifiSettingsStore;","Z","handleWifiToggled","Z"
"android.permission.READ_PROFILE", "Lcom/android/server/wifi/WifiStateMachine;","V","access$9800","Lcom/android/server/wifi/WifiStateMachine;"
"android.permission.READ_PROFILE", "Lcom/android/server/wm/WindowManagerService;","V","displayReady",""
"android.permission.READ_PROFILE", "Lcom/android/server/LocationManagerService$Receiver;","V","updateMonitoring","Z"
"android.permission.READ_PROFILE", "Lcom/android/server/LocationManagerService;","V","requestLocationUpdatesLocked","Landroid/location/LocationRequest;Lcom/android/server/LocationManagerService$Receiver;IILjava/lang/String;"
"android.permission.READ_PROFILE", "Lcom/android/server/LocationManagerService;","V","access$200","Lcom/android/server/LocationManagerService;"
"android.permission.READ_PROFILE", "Lcom/android/server/LocationManagerService;","V","access$1800","Lcom/android/server/LocationManagerService;Landroid/location/Location;Z"
"android.permission.READ_PROFILE", "Lcom/android/server/LocationManagerService;","V","access$1400","Lcom/android/server/LocationManagerService;Lcom/android/server/LocationManagerService$Receiver;"
"android.permission.READ_PROFILE", "Lcom/android/server/LocationManagerService;","V","handleLocationChangedLocked","Landroid/location/Location;Z"
"android.permission.READ_PROFILE", "Lcom/android/server/LocationManagerService;","V","updateProviderListenersLocked","Ljava/lang/String;Z"
"android.permission.READ_PROFILE", "Lcom/android/server/LocationManagerService;","V","access$300","Lcom/android/server/LocationManagerService;"
"android.permission.READ_PROFILE", "Lcom/android/server/LocationManagerService;","V","switchUser","I"
"android.permission.READ_PROFILE", "Lcom/android/server/LocationManagerService;","V","systemRunning",""
"android.permission.READ_PROFILE", "Landroid/media/WebVttRenderingWidget;","V","<init>","Landroid/content/Context;Landroid/util/AttributeSet;II"
"android.permission.READ_PROFILE", "Landroid/media/WebVttRenderingWidget;","V","manageChangeListener",""
"android.permission.READ_PROFILE", "Landroid/media/WebVttRenderingWidget;","V","onLayout","ZIIII"
"android.permission.READ_PROFILE", "Landroid/view/accessibility/CaptioningManager;","V","notifyFontScaleChanged",""
"android.permission.READ_PROFILE", "Lcom/android/server/accessibility/ScreenMagnifier;","F","access$1100","Lcom/android/server/accessibility/ScreenMagnifier;"
"android.permission.READ_PROFILE", "Landroid/inputmethodservice/KeyboardView;","Z","onModifiedTouchEvent","Landroid/view/MotionEvent;Z"
"android.permission.READ_PROFILE", "Landroid/inputmethodservice/KeyboardView;","Z","openPopupIfRequired","Landroid/view/MotionEvent;"
"android.permission.READ_PROFILE", "Landroid/inputmethodservice/KeyboardView;","V","setKeyboard","Landroid/inputmethodservice/Keyboard;"
"android.permission.READ_PROFILE", "Lcom/android/internal/widget/PasswordEntryKeyboardView;","V","showPreview","I"
"android.permission.READ_PROFILE", "Landroid/media/IAudioService$Stub$Proxy;","V","reloadAudioSettings",""
"android.permission.READ_PROFILE", "Landroid/media/IAudioService$Stub;","V","reloadAudioSettings",""
"android.permission.READ_PROFILE", "Landroid/speech/tts/TextToSpeechService;","I","getDefaultSpeechRate",""
"android.permission.READ_PROFILE", "Landroid/media/SubtitleController;","Landroid/media/SubtitleTrack;","getDefaultTrack",""
"android.permission.READ_PROFILE", "Landroid/media/SubtitleController;","V","doSelectDefaultTrack",""
"android.permission.READ_PROFILE", "Landroid/view/accessibility/CaptioningManager;","V","notifyEnabledChanged",""
"android.permission.READ_PROFILE", "Lcom/android/ims/ImsManager;","V","setEnhanced4gLteModeSetting","Landroid/content/Context;Z"
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/cdma/CDMAPhone;","Lcom/android/internal/telephony/Connection;","dial","Ljava/lang/String;I"
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/gsm/GSMPhone;","Lcom/android/internal/telephony/Connection;","dial","Ljava/lang/String;Lcom/android/internal/telephony/UUSInfo;I"
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/cdma/CDMALTEPhone;","Landroid/telephony/CellLocation;","getCellLocation",""
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/PhoneBase;","Landroid/telephony/CellLocation;","getCellLocation",""
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;","V","access$700","Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;"
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/cdma/CDMALTEPhone;","Ljava/util/List;","privatizeCellInfoList","Ljava/util/List;"
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/cdma/CDMAPhone;","Ljava/util/List;","privatizeCellInfoList","Ljava/util/List;"
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/gsm/GSMPhone;","Ljava/util/List;","privatizeCellInfoList","Ljava/util/List;"
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/imsphone/ImsPhoneBase;","Ljava/util/List;","privatizeCellInfoList","Ljava/util/List;"
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/imsphone/ImsPhone;","Ljava/util/List;","privatizeCellInfoList","Ljava/util/List;"
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/PhoneBase;","Ljava/util/List;","getAllCellInfo",""
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/PhoneBase;","V","notifyCellInfo","Ljava/util/List;"
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/sip/SipPhoneBase;","Ljava/util/List;","privatizeCellInfoList","Ljava/util/List;"
"android.permission.READ_PROFILE", "Lcom/android/internal/telephony/sip/SipPhone;","Ljava/util/List;","privatizeCellInfoList","Ljava/util/List;"
"android.permission.READ_PROFILE", "Lcom/android/nfc/handover/PeripheralHandoverService;","Z","doPeripheralHandover","Landroid/os/Bundle;"
"android.permission.READ_PROFILE", "Lcom/android/nfc/NfcService$ApplyRoutingTask;","Ljava/lang/Void;","doInBackground","[Ljava/lang/Integer;"
"android.permission.READ_PROFILE", "Lcom/android/nfc/NfcService$EnableDisableTask;","Z","enableInternal",""
"android.permission.READ_PROFILE", "Lcom/android/nfc/NfcService$NfcAdapterService;","V","addNfcUnlockHandler","Landroid/nfc/INfcUnlockHandler;[I"
"android.permission.READ_PROFILE", "Lcom/android/nfc/NfcService$NfcAdapterService;","V","removeNfcUnlockHandler","Landroid/nfc/INfcUnlockHandler;"
"android.permission.READ_PROFILE", "Lcom/android/nfc/NfcService$NfcAdapterService;","V","setP2pModes","II"
"android.permission.READ_PROFILE", "Lcom/android/nfc/NfcService$NfcAdapterService;","V","setReaderMode","Landroid/os/IBinder;Landroid/nfc/IAppCallback;ILandroid/os/Bundle;"
"android.permission.READ_PROFILE", "Lcom/android/nfc/NfcService$NfcServiceHandler$1;","V","onTagDisconnected","J"
"android.permission.READ_PROFILE", "Lcom/android/nfc/NfcService$ReaderModeDeathRecipient;","V","binderDied",""
"android.permission.READ_PROFILE", "Lcom/android/nfc/NfcService$TagService;","I","close","I"
"android.permission.READ_PROFILE", "Lcom/android/nfc/NfcApplication;","V","onCreate",""
"android.permission.READ_PROFILE", "Lcom/android/server/accessibility/ScreenMagnifier;","Z","access$3000","Landroid/content/Context;"
"android.permission.READ_PROFILE", "Lcom/android/server/accessibility/ScreenMagnifier;","V","resetMagnificationIfNeeded",""
"android.permission.READ_PROFILE", "Lcom/android/server/am/ActiveServices;","V","serviceTimeout","Lcom/android/server/am/ProcessRecord;"
"android.permission.READ_PROFILE", "Lcom/android/server/am/ActivityManagerService$10;","V","run",""
"android.permission.READ_PROFILE", "Lcom/android/server/am/BroadcastQueue$AppNotResponding;","V","run",""
"android.permission.READ_PROFILE", "Lcom/android/server/SystemService;","V","onBootPhase","I"
"android.permission.READ_PROFILE", "Lcom/android/server/location/GpsLocationProvider;","V","access$700","Lcom/android/server/location/GpsLocationProvider;"
"android.permission.READ_PROFILE", "Lcom/android/server/LocationManagerService;","V","addTestProvider","Ljava/lang/String;Lcom/android/internal/location/ProviderProperties;"
"android.permission.READ_PROFILE", "Lcom/android/server/LocationManagerService;","V","clearTestProviderEnabled","Ljava/lang/String;"
"android.permission.READ_PROFILE", "Lcom/android/server/LocationManagerService;","V","clearTestProviderLocation","Ljava/lang/String;"
"android.permission.READ_PROFILE", "Lcom/android/server/LocationManagerService;","V","clearTestProviderStatus","Ljava/lang/String;"
"android.permission.READ_PROFILE", "Lcom/android/server/LocationManagerService;","V","removeTestProvider","Ljava/lang/String;"
"android.permission.READ_PROFILE", "Lcom/android/server/LocationManagerService;","V","setTestProviderEnabled","Ljava/lang/String;Z"
"android.permission.READ_PROFILE", "Lcom/android/server/LocationManagerService;","V","setTestProviderLocation","Ljava/lang/String;Landroid/location/Location;"
"android.permission.READ_PROFILE", "Lcom/android/server/LocationManagerService;","V","setTestProviderStatus","Ljava/lang/String;ILandroid/os/Bundle;J"
"android.permission.READ_PROFILE", "Lcom/android/server/net/NetworkPolicyManagerService;","V","readPolicyLocked",""
"android.permission.READ_PROFILE", "Lcom/android/server/SystemService;","V","onStart",""
"android.permission.READ_PROFILE", "Lcom/android/server/am/ActivityManagerService;","V","handleApplicationCrashInner","Ljava/lang/String;Lcom/android/server/am/ProcessRecord;Ljava/lang/String;Landroid/app/ApplicationErrorReport$CrashInfo;"
"android.permission.READ_PROFILE", "Lcom/android/server/UiModeManagerService;","V","sendConfigurationAndStartDreamOrDockAppLocked","Ljava/lang/String;"
"android.permission.READ_PROFILE", "Landroid/inputmethodservice/ExtractButton;","Z","access$1200","Landroid/widget/TextView;"
"android.permission.READ_PROFILE", "Landroid/inputmethodservice/ExtractEditText;","Z","access$1200","Landroid/widget/TextView;"
"android.permission.READ_PROFILE", "Landroid/media/ClosedCaptionWidget$CCLineBox;","Z","access$1200","Landroid/widget/TextView;"
"android.permission.READ_PROFILE", "Landroid/widget/AutoCompleteTextView;","Z","access$1200","Landroid/widget/TextView;"
"android.permission.READ_PROFILE", "Landroid/widget/Button;","Z","access$1200","Landroid/widget/TextView;"
"android.permission.READ_PROFILE", "Landroid/widget/CheckBox;","Z","access$1200","Landroid/widget/TextView;"
"android.permission.READ_PROFILE", "Landroid/widget/CheckedTextView;","Z","access$1200","Landroid/widget/TextView;"
"android.permission.READ_PROFILE", "Landroid/widget/Chronometer;","Z","access$1200","Landroid/widget/TextView;"
"android.permission.READ_PROFILE", "Landroid/widget/CompoundButton;","Z","access$1200","Landroid/widget/TextView;"
"android.permission.READ_PROFILE", "Landroid/widget/DateTimeView;","Z","access$1200","Landroid/widget/TextView;"
"android.permission.READ_PROFILE", "Landroid/widget/DigitalClock;","Z","access$1200","Landroid/widget/TextView;"
"android.permission.READ_PROFILE", "Landroid/widget/EditText;","Z","access$1200","Landroid/widget/TextView;"
"android.permission.READ_PROFILE", "Landroid/widget/MultiAutoCompleteTextView;","Z","access$1200","Landroid/widget/TextView;"
"android.permission.READ_PROFILE", "Landroid/widget/NumberPicker$CustomEditText;","Z","access$1200","Landroid/widget/TextView;"
"android.permission.READ_PROFILE", "Landroid/widget/RadioButton;","Z","access$1200","Landroid/widget/TextView;"
"android.permission.READ_PROFILE", "Landroid/widget/SearchView$SearchAutoComplete;","Z","access$1200","Landroid/widget/TextView;"
"android.permission.READ_PROFILE", "Landroid/widget/Switch;","Z","access$1200","Landroid/widget/TextView;"
"android.permission.READ_PROFILE", "Landroid/widget/TextClock;","Z","access$1200","Landroid/widget/TextView;"
"android.permission.READ_PROFILE", "Landroid/widget/TextView$ChangeWatcher;","V","beforeTextChanged","Ljava/lang/CharSequence;III"
"android.permission.READ_PROFILE", "Landroid/widget/TextViewWithCircularIndicator;","Z","access$1200","Landroid/widget/TextView;"
"android.permission.READ_PROFILE", "Landroid/widget/ToggleButton;","Z","access$1200","Landroid/widget/TextView;"
"android.permission.READ_PROFILE", "Lcom/android/internal/view/menu/ActionMenuItemView;","Z","access$1200","Landroid/widget/TextView;"
"android.permission.READ_PROFILE", "Lcom/android/internal/view/menu/IconMenuItemView;","Z","access$1200","Landroid/widget/TextView;"
"android.permission.READ_PROFILE", "Lcom/android/internal/widget/DialogTitle;","Z","access$1200","Landroid/widget/TextView;"
"android.permission.READ_PROFILE", "Landroid/media/ClosedCaptionWidget$CCLineBox;","V","onInitializeAccessibilityNodeInfo","Landroid/view/accessibility/AccessibilityNodeInfo;"
"android.permission.READ_PROFILE", "Landroid/widget/Button;","V","onInitializeAccessibilityNodeInfo","Landroid/view/accessibility/AccessibilityNodeInfo;"
"android.permission.READ_PROFILE", "Landroid/widget/CheckedTextView;","V","onInitializeAccessibilityNodeInfo","Landroid/view/accessibility/AccessibilityNodeInfo;"
"android.permission.READ_PROFILE", "Landroid/widget/Chronometer;","V","onInitializeAccessibilityNodeInfo","Landroid/view/accessibility/AccessibilityNodeInfo;"
"android.permission.READ_PROFILE", "Landroid/widget/DateTimeView;","V","onInitializeAccessibilityNodeInfo","Landroid/view/accessibility/AccessibilityNodeInfo;"
"android.permission.READ_PROFILE", "Landroid/widget/DigitalClock;","V","onInitializeAccessibilityNodeInfo","Landroid/view/accessibility/AccessibilityNodeInfo;"
"android.permission.READ_PROFILE", "Landroid/widget/EditText;","V","onInitializeAccessibilityNodeInfo","Landroid/view/accessibility/AccessibilityNodeInfo;"
"android.permission.READ_PROFILE", "Landroid/widget/TextClock;","V","onInitializeAccessibilityNodeInfo","Landroid/view/accessibility/AccessibilityNodeInfo;"
"android.permission.READ_PROFILE", "Landroid/widget/TextViewWithCircularIndicator;","V","onInitializeAccessibilityNodeInfo","Landroid/view/accessibility/AccessibilityNodeInfo;"
"android.permission.READ_PROFILE", "Lcom/android/internal/view/menu/ActionMenuItemView;","V","onInitializeAccessibilityNodeInfo","Landroid/view/accessibility/AccessibilityNodeInfo;"
"android.permission.READ_PROFILE", "Lcom/android/internal/view/menu/IconMenuItemView;","V","onInitializeAccessibilityNodeInfo","Landroid/view/accessibility/AccessibilityNodeInfo;"
"android.permission.READ_PROFILE", "Lcom/android/internal/widget/DialogTitle;","V","onInitializeAccessibilityNodeInfo","Landroid/view/accessibility/AccessibilityNodeInfo;"
"android.permission.READ_PROFILE", "Landroid/inputmethodservice/ExtractButton;","V","onPopulateAccessibilityEvent","Landroid/view/accessibility/AccessibilityEvent;"
"android.permission.READ_PROFILE", "Landroid/inputmethodservice/ExtractEditText;","V","onPopulateAccessibilityEvent","Landroid/view/accessibility/AccessibilityEvent;"
"android.permission.READ_PROFILE", "Landroid/media/ClosedCaptionWidget$CCLineBox;","V","onPopulateAccessibilityEvent","Landroid/view/accessibility/AccessibilityEvent;"
"android.permission.READ_PROFILE", "Landroid/widget/AutoCompleteTextView;","V","onPopulateAccessibilityEvent","Landroid/view/accessibility/AccessibilityEvent;"
"android.permission.READ_PROFILE", "Landroid/widget/Button;","V","onPopulateAccessibilityEvent","Landroid/view/accessibility/AccessibilityEvent;"
"android.permission.READ_PROFILE", "Landroid/widget/CheckBox;","V","onPopulateAccessibilityEvent","Landroid/view/accessibility/AccessibilityEvent;"
"android.permission.READ_PROFILE", "Landroid/widget/CheckedTextView;","V","onPopulateAccessibilityEvent","Landroid/view/accessibility/AccessibilityEvent;"
"android.permission.READ_PROFILE", "Landroid/widget/Chronometer;","V","onPopulateAccessibilityEvent","Landroid/view/accessibility/AccessibilityEvent;"
"android.permission.READ_PROFILE", "Landroid/widget/CompoundButton;","V","onPopulateAccessibilityEvent","Landroid/view/accessibility/AccessibilityEvent;"
"android.permission.READ_PROFILE", "Landroid/widget/DateTimeView;","V","onPopulateAccessibilityEvent","Landroid/view/accessibility/AccessibilityEvent;"
"android.permission.READ_PROFILE", "Landroid/widget/DigitalClock;","V","onPopulateAccessibilityEvent","Landroid/view/accessibility/AccessibilityEvent;"
"android.permission.READ_PROFILE", "Landroid/widget/EditText;","V","onPopulateAccessibilityEvent","Landroid/view/accessibility/AccessibilityEvent;"
"android.permission.READ_PROFILE", "Landroid/widget/MultiAutoCompleteTextView;","V","onPopulateAccessibilityEvent","Landroid/view/accessibility/AccessibilityEvent;"
"android.permission.READ_PROFILE", "Landroid/widget/NumberPicker$CustomEditText;","V","onPopulateAccessibilityEvent","Landroid/view/accessibility/AccessibilityEvent;"
"android.permission.READ_PROFILE", "Landroid/widget/RadioButton;","V","onPopulateAccessibilityEvent","Landroid/view/accessibility/AccessibilityEvent;"
"android.permission.READ_PROFILE", "Landroid/widget/SearchView$SearchAutoComplete;","V","onPopulateAccessibilityEvent","Landroid/view/accessibility/AccessibilityEvent;"
"android.permission.READ_PROFILE", "Landroid/widget/TextClock;","V","onPopulateAccessibilityEvent","Landroid/view/accessibility/AccessibilityEvent;"
"android.permission.READ_PROFILE", "Landroid/widget/TextViewWithCircularIndicator;","V","onPopulateAccessibilityEvent","Landroid/view/accessibility/AccessibilityEvent;"
"android.permission.READ_PROFILE", "Landroid/widget/ToggleButton;","V","onPopulateAccessibilityEvent","Landroid/view/accessibility/AccessibilityEvent;"
"android.permission.READ_PROFILE", "Lcom/android/internal/view/menu/ActionMenuItemView;","V","onPopulateAccessibilityEvent","Landroid/view/accessibility/AccessibilityEvent;"
